Food_code,Main_food_description,WWEIA_Category_number,WWEIA_Category_description,Start_date,End_date
26319110,"Shrimp, cooked, NS as to cooking method",2404,Shellfish,2017-01-01,2018-12-31
26319120,"Shrimp, baked or broiled, made with oil",2404,Shellfish,2017-01-01,2018-12-31
26319121,"Shrimp, baked or broiled, made with butter",2404,Shellfish,2017-01-01,2018-12-31
26319122,"Shrimp, baked or broiled, made with margarine",2404,Shellfish,2017-01-01,2018-12-31
26319123,"Shrimp, baked or broiled, no added fat",2404,Shellfish,2017-01-01,2018-12-31
26319124,"Shrimp, baked or broiled, made with cooking spray",2404,Shellfish,2017-01-01,2018-12-31
26319130,"Shrimp, steamed or boiled",2404,Shellfish,2017-01-01,2018-12-31
26319140,"Shrimp, coated, fried, made with oil",2404,Shellfish,2017-01-01,2018-12-31
26319141,"Shrimp, coated, fried, made with butter",2404,Shellfish,2017-01-01,2018-12-31
26319142,"Shrimp, coated, fried, made with margarine",2404,Shellfish,2017-01-01,2018-12-31
26319143,"Shrimp, coated, fried, no added fat",2404,Shellfish,2017-01-01,2018-12-31
26319144,"Shrimp, coated, fried, made with cooking spray",2404,Shellfish,2017-01-01,2018-12-31
26319145,"Shrimp, coated, fried, from fast food / restaurant",2404,Shellfish,2017-01-01,2018-12-31
26319160,"Shrimp, coated, baked or broiled, made with oil",2404,Shellfish,2017-01-01,2018-12-31
26319161,"Shrimp, coated, baked or broiled, made with butter",2404,Shellfish,2017-01-01,2018-12-31
26319162,"Shrimp, coated, baked or broiled, made with margarine",2404,Shellfish,2017-01-01,2018-12-31
26319163,"Shrimp, coated, baked or broiled, no added fat",2404,Shellfish,2017-01-01,2018-12-31
26319164,"Shrimp, coated, baked or broiled, made with cooking spray",2404,Shellfish,2017-01-01,2018-12-31
26319170,"Shrimp, dried",2404,Shellfish,2017-01-01,2018-12-31
26319180,"Shrimp, canned",2404,Shellfish,2017-01-01,2018-12-31
26321110,"Snails, cooked, NS as to cooking method",2404,Shellfish,2017-01-01,2018-12-31
27111000,Beef with tomato-based sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27111100,Beef goulash,3002,Meat mixed dishes,2017-01-01,2018-12-31
27111200,Beef burgundy,3002,Meat mixed dishes,2017-01-01,2018-12-31
27111300,"Beef stew, no potatoes, tomato-based sauce, Mexican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
27111310,"Beef stew, no potatoes, tomato-based sauce, with chili peppers, Mexican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
27111400,"Chili con carne, NS as to beans",3002,Meat mixed dishes,2017-01-01,2018-12-31
27111405,"Chili con carne with beans, from restaurant",3002,Meat mixed dishes,2017-01-01,2018-12-31
27111406,"Chili con carne with beans, home recipe",3002,Meat mixed dishes,2017-01-01,2018-12-31
27111407,"Chili con carne with beans, canned",3002,Meat mixed dishes,2017-01-01,2018-12-31
27111410,Chili con carne with beans,3002,Meat mixed dishes,2017-01-01,2018-12-31
27111420,Chili con carne without beans,3002,Meat mixed dishes,2017-01-01,2018-12-31
27111430,"Chili con carne, NS as to beans, with cheese",3002,Meat mixed dishes,2017-01-01,2018-12-31
27111440,Chili con carne with beans and cheese,3002,Meat mixed dishes,2017-01-01,2018-12-31
27111500,"Beef sloppy joe, no bun",3002,Meat mixed dishes,2017-01-01,2018-12-31
27112000,Beef with gravy,3002,Meat mixed dishes,2017-01-01,2018-12-31
27112010,Salisbury steak with gravy,3002,Meat mixed dishes,2017-01-01,2018-12-31
27113000,Beef with cream or white sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27113100,Beef stroganoff,3002,Meat mixed dishes,2017-01-01,2018-12-31
27113200,Creamed chipped or dried beef,3002,Meat mixed dishes,2017-01-01,2018-12-31
27113300,Swedish meatballs with cream or white sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27114000,Beef with mushroom sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27115000,Beef with soy-based sauce,3404,Stir-fry and soy-based sauce mixtures,2017-01-01,2018-12-31
27115100,Steak teriyaki,3404,Stir-fry and soy-based sauce mixtures,2017-01-01,2018-12-31
27116100,Beef curry,3002,Meat mixed dishes,2017-01-01,2018-12-31
27116110,Beef curry with rice,3002,Meat mixed dishes,2017-01-01,2018-12-31
27116200,Beef with barbecue sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27116300,Beef with sweet and sour sauce,3404,Stir-fry and soy-based sauce mixtures,2017-01-01,2018-12-31
27116350,"Stewed seasoned ground beef, Mexican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
27116400,Steak tartare,3002,Meat mixed dishes,2017-01-01,2018-12-31
27118110,"Meatballs, Puerto Rican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
27118120,"Stewed seasoned ground beef, Puerto Rican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
27118130,"Stewed dried beef, Puerto Rican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
27118140,"Stuffed pot roast, Puerto Rican style, NFS",3002,Meat mixed dishes,2017-01-01,2018-12-31
27118180,"Beef stew, meat with gravy, no potatoes, Puerto Rican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
27120020,Ham or pork with gravy,3002,Meat mixed dishes,2017-01-01,2018-12-31
27120030,Ham or pork with barbecue sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27120060,Sweet and sour pork,3404,Stir-fry and soy-based sauce mixtures,2017-01-01,2018-12-31
27120080,Ham stroganoff,3002,Meat mixed dishes,2017-01-01,2018-12-31
27120090,Ham or pork with mushroom sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27120100,Ham or pork with tomato-based sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27120110,Sausage with tomato-based sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27120120,Sausage gravy,3002,Meat mixed dishes,2017-01-01,2018-12-31
27120130,"Pork stew, no potatoes, tomato-based sauce, Mexican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
27120150,Pork or ham with soy-based sauce,3404,Stir-fry and soy-based sauce mixtures,2017-01-01,2018-12-31
27120210,"Frankfurter or hot dog, with chili, no bun",3002,Meat mixed dishes,2017-01-01,2018-12-31
27120250,Frankfurters or hot dogs with tomato-based sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27121000,Pork with chili and tomatoes,3002,Meat mixed dishes,2017-01-01,2018-12-31
27121010,"Stewed pork, Puerto Rican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
27121410,"Chili con carne with beans, made with pork",3002,Meat mixed dishes,2017-01-01,2018-12-31
27130010,Lamb or mutton with gravy,3002,Meat mixed dishes,2017-01-01,2018-12-31
27130050,Lamb or mutton goulash,3002,Meat mixed dishes,2017-01-01,2018-12-31
27133010,"Stewed goat, Puerto Rican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
27135010,Veal with gravy,3002,Meat mixed dishes,2017-01-01,2018-12-31
27135020,Veal scallopini,3002,Meat mixed dishes,2017-01-01,2018-12-31
27135030,Veal with cream sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27135040,Veal with butter sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27135050,Veal Marsala,3002,Meat mixed dishes,2017-01-01,2018-12-31
27135110,Veal parmigiana,3002,Meat mixed dishes,2017-01-01,2018-12-31
27135150,Veal cordon bleu,3002,Meat mixed dishes,2017-01-01,2018-12-31
27136050,Venison or deer with tomato-based sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27136080,Venison or deer with gravy,3002,Meat mixed dishes,2017-01-01,2018-12-31
27136100,Chili con carne with venison/deer and beans,3002,Meat mixed dishes,2017-01-01,2018-12-31
27141000,Chicken or turkey cacciatore,3004,Poultry mixed dishes,2017-01-01,2018-12-31
27141030,Spaghetti sauce with poultry,8410,"Pasta sauces, tomato-based",2017-01-01,2018-12-31
27141035,Spaghetti sauce with poultry and added vegetables,8410,"Pasta sauces, tomato-based",2017-01-01,2018-12-31
27141050,"Stewed chicken with tomato-based sauce, Mexican style",3004,Poultry mixed dishes,2017-01-01,2018-12-31
27141500,Chili con carne with chicken or turkey and beans,3004,Poultry mixed dishes,2017-01-01,2018-12-31
27142000,Chicken with gravy,3004,Poultry mixed dishes,2017-01-01,2018-12-31
27142100,Chicken or turkey fricassee,3004,Poultry mixed dishes,2017-01-01,2018-12-31
27142200,Turkey with gravy,3004,Poultry mixed dishes,2017-01-01,2018-12-31
27143000,Chicken or turkey with cream sauce,3004,Poultry mixed dishes,2017-01-01,2018-12-31
27144000,Chicken or turkey with mushroom sauce,3004,Poultry mixed dishes,2017-01-01,2018-12-31
27145000,Chicken or turkey with teriyaki,3404,Stir-fry and soy-based sauce mixtures,2017-01-01,2018-12-31
27146011,"Chicken, shredded or pulled, with barbecue sauce",3004,Poultry mixed dishes,2017-01-01,2018-12-31
27146100,Sweet and sour chicken or turkey,3404,Stir-fry and soy-based sauce mixtures,2017-01-01,2018-12-31
27146110,"Sweet and sour chicken or turkey, without vegetables",3404,Stir-fry and soy-based sauce mixtures,2017-01-01,2018-12-31
27146150,Chicken curry,3004,Poultry mixed dishes,2017-01-01,2018-12-31
27146155,Chicken curry with rice,3004,Poultry mixed dishes,2017-01-01,2018-12-31
27146160,Chicken with mole sauce,3004,Poultry mixed dishes,2017-01-01,2018-12-31
27146200,Chicken or turkey with cheese sauce,3004,Poultry mixed dishes,2017-01-01,2018-12-31
27146250,Chicken or turkey cordon bleu,3004,Poultry mixed dishes,2017-01-01,2018-12-31
27146300,Chicken or turkey parmigiana,3004,Poultry mixed dishes,2017-01-01,2018-12-31
27146350,Orange chicken,3404,Stir-fry and soy-based sauce mixtures,2017-01-01,2018-12-31
27146360,Sesame chicken,3404,Stir-fry and soy-based sauce mixtures,2017-01-01,2018-12-31
27146400,Chicken kiev,3004,Poultry mixed dishes,2017-01-01,2018-12-31
27148010,"Stuffed chicken, drumstick or breast, Puerto Rican style",3004,Poultry mixed dishes,2017-01-01,2018-12-31
27150010,"Fish with cream or white sauce, not tuna or lobster",3006,Seafood mixed dishes,2017-01-01,2018-12-31
27150020,"Crab, deviled",3006,Seafood mixed dishes,2017-01-01,2018-12-31
27150030,Crab imperial,3006,Seafood mixed dishes,2017-01-01,2018-12-31
27150050,Fish timbale or mousse,3006,Seafood mixed dishes,2017-01-01,2018-12-31
27150060,Lobster newburg,3006,Seafood mixed dishes,2017-01-01,2018-12-31
27150070,Lobster with butter sauce,2404,Shellfish,2017-01-01,2018-12-31
27150110,Shrimp cocktail,2404,Shellfish,2017-01-01,2018-12-31
27150120,Tuna with cream or white sauce,3006,Seafood mixed dishes,2017-01-01,2018-12-31
27150130,Seafood newburg,3006,Seafood mixed dishes,2017-01-01,2018-12-31
27150140,Seafood sauce,2404,Shellfish,2017-01-01,2018-12-31
27150151,Spaghetti sauce with seafood,8410,"Pasta sauces, tomato-based",2017-01-01,2018-12-31
27150155,Spaghetti sauce with seafood and added vegetables,8410,"Pasta sauces, tomato-based",2017-01-01,2018-12-31
27150160,Shrimp with lobster sauce,3006,Seafood mixed dishes,2017-01-01,2018-12-31
27150170,Sweet and sour shrimp,3404,Stir-fry and soy-based sauce mixtures,2017-01-01,2018-12-31
27150210,Fish sauce,8404,Soy-based condiments,2017-01-01,2018-12-31
27150230,Shrimp scampi,2404,Shellfish,2017-01-01,2018-12-31
27150250,Fish moochim,3006,Seafood mixed dishes,2017-01-01,2018-12-31
27150310,Fish with tomato-based sauce,3006,Seafood mixed dishes,2017-01-01,2018-12-31
27150320,Fish curry,3006,Seafood mixed dishes,2017-01-01,2018-12-31
27150325,Fish curry with rice,3006,Seafood mixed dishes,2017-01-01,2018-12-31
27150330,Mussels with tomato-based sauce,3006,Seafood mixed dishes,2017-01-01,2018-12-31
27150350,Sardines with tomato-based sauce,3006,Seafood mixed dishes,2017-01-01,2018-12-31
27150370,Sardines with mustard sauce,3006,Seafood mixed dishes,2017-01-01,2018-12-31
27150410,Shrimp teriyaki,3404,Stir-fry and soy-based sauce mixtures,2017-01-01,2018-12-31
27150510,Scallops with cheese sauce,3006,Seafood mixed dishes,2017-01-01,2018-12-31
27151030,Ceviche,3006,Seafood mixed dishes,2017-01-01,2018-12-31
27151040,"Crabs in tomato-based sauce, Puerto Rican style",3006,Seafood mixed dishes,2017-01-01,2018-12-31
27151050,"Shrimp in garlic sauce, Puerto Rican style",3006,Seafood mixed dishes,2017-01-01,2018-12-31
27151070,"Stewed codfish, no potatoes, Puerto Rican style",3006,Seafood mixed dishes,2017-01-01,2018-12-31
27160010,"Meat with barbecue sauce, NS as to type of meat",3002,Meat mixed dishes,2017-01-01,2018-12-31
27160100,"Meatballs, NS as to type of meat, with sauce",3002,Meat mixed dishes,2017-01-01,2018-12-31
27161010,"Meat loaf, Puerto Rican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
27162010,Meat with tomato-based sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27162040,Spaghetti sauce with meat,8410,"Pasta sauces, tomato-based",2017-01-01,2018-12-31
27162060,Spaghetti sauce with meat and added vegetables,8410,"Pasta sauces, tomato-based",2017-01-01,2018-12-31
27162500,"Stewed, seasoned, ground beef and pork, Mexican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
27163010,"Meat with gravy, NS as to type of meat,",3002,Meat mixed dishes,2017-01-01,2018-12-31
27211000,"Beef and potatoes, no sauce",3002,Meat mixed dishes,2017-01-01,2018-12-31
27211100,"Beef stew with potatoes, tomato-based sauce",3002,Meat mixed dishes,2017-01-01,2018-12-31
27211110,"Beef stew with potatoes, tomato-based sauce, Mexican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
27211150,Beef goulash with potatoes,3002,Meat mixed dishes,2017-01-01,2018-12-31
27211190,"Beef and potatoes with cream sauce, white sauce or mushroom sauce",3002,Meat mixed dishes,2017-01-01,2018-12-31
27211200,"Beef stew with potatoes, gravy",3002,Meat mixed dishes,2017-01-01,2018-12-31
27211300,"Beef, roast, hash",3002,Meat mixed dishes,2017-01-01,2018-12-31
27211400,Corned beef hash,3002,Meat mixed dishes,2017-01-01,2018-12-31
27211500,Beef and potatoes with cheese sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27211550,"Stewed, seasoned, ground beef with potatoes, Mexican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
27212000,"Beef and noodles, no sauce",3002,Meat mixed dishes,2017-01-01,2018-12-31
27212050,Beef and macaroni with cheese sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27212100,Beef and noodles with tomato-based sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27212120,Chili con carne with beans and macaroni,3002,Meat mixed dishes,2017-01-01,2018-12-31
27212150,Beef goulash with noodles,3002,Meat mixed dishes,2017-01-01,2018-12-31
27212200,Beef and noodles with gravy,3002,Meat mixed dishes,2017-01-01,2018-12-31
27212300,Beef and noodles with cream or white sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27212350,Beef stroganoff with noodles,3002,Meat mixed dishes,2017-01-01,2018-12-31
27212400,Beef and noodles with mushroom sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27212500,Beef and noodles with soy-based sauce,3404,Stir-fry and soy-based sauce mixtures,2017-01-01,2018-12-31
27213000,"Beef and rice, no sauce",3002,Meat mixed dishes,2017-01-01,2018-12-31
27213010,Biryani with meat,3202,Rice mixed dishes,2017-01-01,2018-12-31
27213100,Beef and rice with tomato-based sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27213120,Porcupine balls with tomato-based sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27213150,Chili con carne with beans and rice,3002,Meat mixed dishes,2017-01-01,2018-12-31
27213200,Beef and rice with gravy,3002,Meat mixed dishes,2017-01-01,2018-12-31
27213300,Beef and rice with cream sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27213400,Beef and rice with mushroom sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27213420,Porcupine balls with mushroom sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27213500,Beef and rice with soy-based sauce,3404,Stir-fry and soy-based sauce mixtures,2017-01-01,2018-12-31
27213600,Beef and rice with cheese sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27214100,Meat loaf made with beef,3002,Meat mixed dishes,2017-01-01,2018-12-31
27214110,"Meat loaf made with beef, with tomato-based sauce",3002,Meat mixed dishes,2017-01-01,2018-12-31
27214300,Beef wellington,3002,Meat mixed dishes,2017-01-01,2018-12-31
27214500,Corned beef patty,3002,Meat mixed dishes,2017-01-01,2018-12-31
27218110,"Stuffed pot roast, with potatoes, Puerto Rican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
27218210,"Beef stew with potatoes, Puerto Rican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
27218310,"Stewed corned beef, Puerto Rican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
27220010,Meat loaf made with ham,3002,Meat mixed dishes,2017-01-01,2018-12-31
27220020,Ham and noodles with cream or white sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27220030,Ham and rice with mushroom sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27220050,Ham or pork with stuffing,3002,Meat mixed dishes,2017-01-01,2018-12-31
27220080,Ham croquette,3002,Meat mixed dishes,2017-01-01,2018-12-31
27220110,Pork and rice with tomato-based sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27220120,Sausage and rice with tomato-based sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27220150,Sausage and rice with mushroom sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27220170,Sausage and rice with cheese sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27220190,Sausage and noodles with cream or white sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27220210,"Ham and noodles, no sauce",3002,Meat mixed dishes,2017-01-01,2018-12-31
27220310,"Ham or pork and rice, no sauce",3002,Meat mixed dishes,2017-01-01,2018-12-31
27220510,Ham or pork and potatoes with gravy,3002,Meat mixed dishes,2017-01-01,2018-12-31
27220520,Ham or pork and potatoes with cheese sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27221100,"Stewed pig's feet, Puerto Rican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
27221110,"Stuffed pork roast, Puerto Rican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
27221150,"Pork stew, with potatoes, tomato-based sauce, Mexican style",3002,Meat mixed dishes,2017-01-01,2018-12-31
27230010,Lamb or mutton loaf,3002,Meat mixed dishes,2017-01-01,2018-12-31
27231000,Lamb or mutton and potatoes with gravy,3002,Meat mixed dishes,2017-01-01,2018-12-31
27232000,Lamb or mutton and potatoes with tomato-based sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27233000,Lamb or mutton and noodles with gravy,3002,Meat mixed dishes,2017-01-01,2018-12-31
27235000,Meat loaf made with venison/deer,3002,Meat mixed dishes,2017-01-01,2018-12-31
27235750,Veal and noodles with cream or white sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27236000,Venison or deer and noodles with cream or white sauce,3002,Meat mixed dishes,2017-01-01,2018-12-31
27241000,Chicken or turkey hash,3004,Poultry mixed dishes,2017-01-01,2018-12-31
27241010,Chicken or turkey and potatoes with gravy,3004,Poultry mixed dishes,2017-01-01,2018-12-31
